dsei,polo_base,year,birth_total_live_births,child_mort_imr,child_mort_congenital_Q_per1k,child_mort_circulatory_I_per1k,child_mort_endocrine_E_per1k,child_mort_external_VWXY_per1k
PORTO VELHO,JI-PARANÁ,2015,67,14.92537313432836,0,14.92537313432836,0,0
PORTO VELHO,JI-PARANÁ,2016,43,23.25581395348837,23.25581395348837,0,0,0
PORTO VELHO,JI-PARANÁ,2017,71,0,0,0,0,0
PORTO VELHO,JI-PARANÁ,2018,63,31.746031746031743,0,15.873015873015872,0,0
PORTO VELHO,JI-PARANÁ,2019,55,0,0,0,0,0
PORTO VELHO,JI-PARANÁ,2020,62,NA,NA,NA,NA,NA
PORTO VELHO,JI-PARANÁ,2021,73,NA,NA,NA,NA,NA
PORTO VELHO,JI-PARANÁ,2022,63,NA,NA,NA,NA,NA
PORTO VELHO,POLO BASE DE JARU,2016,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2000,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2001,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2002,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2005,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2007,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2008,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2009,NA,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2010,10,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2011,8,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2012,11,90.9090909090909,90.9090909090909,0,0,0
PORTO VELHO,PORTO VELHO,2013,5,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2014,9,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2015,5,200,200,0,0,0
PORTO VELHO,PORTO VELHO,2016,10,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2017,5,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2018,8,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2019,5,0,0,0,0,0
PORTO VELHO,PORTO VELHO,2020,8,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2021,9,NA,NA,NA,NA,NA
PORTO VELHO,PORTO VELHO,2022,9,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2000,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2001,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2002,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2005,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2007,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2008,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2009,NA,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2010,142,0,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2011,179,5.58659217877095,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2012,147,6.802721088435374,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2013,125,8,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2014,128,7.8125,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2015,135,14.814814814814817,7.407407407407407,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2016,123,16.260162601626018,8.130081300813009,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2017,150,13.333333333333334,0,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2018,132,7.575757575757576,7.575757575757576,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2019,148,6.756756756756757,6.756756756756757,0,0,0
POTIGUARA,BAÍA DA TRAIÇÃO,2020,130,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2021,138,NA,NA,NA,NA,NA
POTIGUARA,BAÍA DA TRAIÇÃO,2022,131,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2000,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2001,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2002,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2005,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2007,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2008,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2009,NA,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2010,162,12.34567901234568,0,0,0,0
POTIGUARA,MARCAÇÃO,2011,170,0,0,0,0,0
POTIGUARA,MARCAÇÃO,2012,153,6.5359477124183005,0,0,0,0
POTIGUARA,MARCAÇÃO,2013,169,11.83431952662722,0,0,0,0
POTIGUARA,MARCAÇÃO,2014,144,0,0,0,0,0
POTIGUARA,MARCAÇÃO,2015,166,6.024096385542169,0,0,0,0
POTIGUARA,MARCAÇÃO,2016,170,0,0,0,0,0
POTIGUARA,MARCAÇÃO,2017,172,0,0,0,0,0
POTIGUARA,MARCAÇÃO,2018,184,5.434782608695652,0,0,0,5.434782608695652
POTIGUARA,MARCAÇÃO,2019,176,5.681818181818182,0,0,0,0
POTIGUARA,MARCAÇÃO,2020,163,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2021,169,NA,NA,NA,NA,NA
POTIGUARA,MARCAÇÃO,2022,140,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2000,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2001,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2002,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2005,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2007,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2008,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2009,NA,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2010,105,0,0,0,0,0
POTIGUARA,RIO TINTO,2011,109,27.52293577981651,9.174311926605505,0,0,0
POTIGUARA,RIO TINTO,2012,97,20.61855670103093,10.309278350515465,0,0,0
POTIGUARA,RIO TINTO,2013,94,0,0,0,0,0
POTIGUARA,RIO TINTO,2014,88,0,0,0,0,0
POTIGUARA,RIO TINTO,2015,106,9.433962264150942,0,0,0,0
POTIGUARA,RIO TINTO,2016,107,18.69158878504673,18.69158878504673,0,0,0
POTIGUARA,RIO TINTO,2017,114,26.31578947368421,0,0,0,0
POTIGUARA,RIO TINTO,2018,118,8.474576271186441,0,0,0,0
POTIGUARA,RIO TINTO,2019,112,17.857142857142858,0,0,0,0
POTIGUARA,RIO TINTO,2020,97,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2021,118,NA,NA,NA,NA,NA
POTIGUARA,RIO TINTO,2022,91,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2010,33,90.9090909090909,0,0,30.303030303030305,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2011,38,26.31578947368421,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2012,37,27.027027027027028,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2013,74,54.054054054054056,0,13.513513513513514,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2014,60,50,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2015,54,0,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2016,46,21.73913043478261,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2017,67,44.776119402985074,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2018,41,24.390243902439025,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2019,51,0,0,0,0,0
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2020,43,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2021,40,NA,NA,NA,NA,NA
RIO TAPAJÓS,CAROÇAL DO RIO DAS TROPAS,2022,39,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2010,42,0,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2011,54,37.03703703703704,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2012,42,23.809523809523807,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2013,52,0,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2014,56,17.857142857142858,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2015,57,0,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2016,41,48.78048780487805,0,0,0,24.390243902439025
RIO TAPAJÓS,ITAITUBA,2017,32,31.25,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2018,50,0,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2019,43,69.76744186046511,0,0,0,0
RIO TAPAJÓS,ITAITUBA,2020,51,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2021,64,NA,NA,NA,NA,NA
RIO TAPAJÓS,ITAITUBA,2022,38,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2010,36,55.55555555555555,0,0,27.777777777777775,0
RIO TAPAJÓS,JACAREACANGA,2011,44,68.18181818181817,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2012,51,78.43137254901961,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2013,50,0,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2014,59,0,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2015,54,18.51851851851852,0,18.51851851851852,0,0
RIO TAPAJÓS,JACAREACANGA,2016,59,16.949152542372882,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2017,64,0,0,0,0,0
RIO TAPAJÓS,JACAREACANGA,2018,48,41.666666666666664,0,20.833333333333332,0,0
RIO TAPAJÓS,JACAREACANGA,2019,70,28.57142857142857,0,0,14.285714285714285,0
RIO TAPAJÓS,JACAREACANGA,2020,41,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2021,60,NA,NA,NA,NA,NA
RIO TAPAJÓS,JACAREACANGA,2022,47,NA,NA,NA,NA,NA
RIO TAPAJÓS,KARAPANATUBA,2010,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KARAPANATUBA,2012,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KARAPANATUBA,2013,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KARAPANATUBA,2017,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KARAPANATUBA,2019,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2010,46,0,0,0,0,0
RIO TAPAJÓS,KATÕ,2011,59,33.898305084745765,0,16.949152542372882,0,0
RIO TAPAJÓS,KATÕ,2012,57,35.08771929824561,0,0,17.543859649122805,0
RIO TAPAJÓS,KATÕ,2013,58,17.241379310344826,0,0,0,0
RIO TAPAJÓS,KATÕ,2014,94,21.27659574468085,0,0,0,0
RIO TAPAJÓS,KATÕ,2015,50,20,0,0,0,0
RIO TAPAJÓS,KATÕ,2016,66,60.60606060606061,0,0,30.303030303030305,15.151515151515152
RIO TAPAJÓS,KATÕ,2017,56,53.57142857142857,0,0,17.857142857142858,0
RIO TAPAJÓS,KATÕ,2018,57,0,0,0,0,0
RIO TAPAJÓS,KATÕ,2019,51,19.607843137254903,0,0,0,0
RIO TAPAJÓS,KATÕ,2020,58,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2021,69,NA,NA,NA,NA,NA
RIO TAPAJÓS,KATÕ,2022,50,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2010,41,97.5609756097561,0,0,24.390243902439025,0
RIO TAPAJÓS,MISSÃO CURURU,2011,41,0,0,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2012,45,44.44444444444444,0,0,22.22222222222222,0
RIO TAPAJÓS,MISSÃO CURURU,2013,47,21.27659574468085,0,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2014,48,83.33333333333333,0,20.833333333333332,0,0
RIO TAPAJÓS,MISSÃO CURURU,2015,49,40.81632653061224,0,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2016,58,0,0,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2017,51,39.21568627450981,0,0,0,19.607843137254903
RIO TAPAJÓS,MISSÃO CURURU,2018,46,21.73913043478261,21.73913043478261,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2019,45,22.22222222222222,0,0,0,0
RIO TAPAJÓS,MISSÃO CURURU,2020,51,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2021,49,NA,NA,NA,NA,NA
RIO TAPAJÓS,MISSÃO CURURU,2022,41,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2010,57,192.98245614035088,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2011,62,64.51612903225806,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2012,54,92.59259259259258,18.51851851851852,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2013,52,115.3846153846154,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2014,73,95.8904109589041,13.6986301369863,13.6986301369863,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2015,76,52.63157894736842,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2016,61,49.18032786885246,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2017,75,26.666666666666668,0,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2018,88,79.54545454545455,0,0,34.090909090909086,0
RIO TAPAJÓS,NOVO PROGRESSO,2019,57,87.71929824561403,17.543859649122805,0,0,0
RIO TAPAJÓS,NOVO PROGRESSO,2020,67,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2021,53,NA,NA,NA,NA,NA
RIO TAPAJÓS,NOVO PROGRESSO,2022,62,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2010,30,66.66666666666667,0,33.333333333333336,0,0
RIO TAPAJÓS,RESTINGA,2011,33,0,0,0,0,0
RIO TAPAJÓS,RESTINGA,2012,37,54.054054054054056,0,27.027027027027028,0,0
RIO TAPAJÓS,RESTINGA,2013,32,62.5,0,0,0,0
RIO TAPAJÓS,RESTINGA,2014,49,20.40816326530612,0,0,0,0
RIO TAPAJÓS,RESTINGA,2015,31,0,0,0,0,0
RIO TAPAJÓS,RESTINGA,2016,43,46.51162790697674,0,0,0,0
RIO TAPAJÓS,RESTINGA,2017,48,20.833333333333332,0,0,0,0
RIO TAPAJÓS,RESTINGA,2018,33,0,0,0,0,0
RIO TAPAJÓS,RESTINGA,2019,36,0,0,0,0,0
RIO TAPAJÓS,RESTINGA,2020,37,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2021,49,NA,NA,NA,NA,NA
RIO TAPAJÓS,RESTINGA,2022,43,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2010,58,51.72413793103448,0,0,17.241379310344826,0
RIO TAPAJÓS,SAI CINZA,2011,61,0,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2012,66,30.303030303030305,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2013,66,45.45454545454545,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2014,82,36.58536585365854,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2015,71,14.084507042253522,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2016,62,16.129032258064516,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2017,58,17.241379310344826,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2018,71,14.084507042253522,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2019,66,0,0,0,0,0
RIO TAPAJÓS,SAI CINZA,2020,65,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2021,85,NA,NA,NA,NA,NA
RIO TAPAJÓS,SAI CINZA,2022,58,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2010,14,0,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2011,20,50,50,0,0,0
RIO TAPAJÓS,SANTA MARIA,2012,17,0,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2013,23,0,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2014,29,34.48275862068965,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2015,20,0,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2016,39,0,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2017,29,68.9655172413793,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2018,32,62.5,0,0,0,0
RIO TAPAJÓS,SANTA MARIA,2019,20,150,50,0,0,0
RIO TAPAJÓS,SANTA MARIA,2020,33,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2021,30,NA,NA,NA,NA,NA
RIO TAPAJÓS,SANTA MARIA,2022,34,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2010,21,47.61904761904761,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2011,29,0,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2012,26,0,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2013,19,0,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2014,25,0,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2015,28,35.714285714285715,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2016,20,50,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2017,24,41.666666666666664,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2018,21,0,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2019,34,29.41176470588235,0,0,0,0
RIO TAPAJÓS,TELES PIRES,2020,24,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2021,30,NA,NA,NA,NA,NA
RIO TAPAJÓS,TELES PIRES,2022,25,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2000,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2001,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2002,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2005,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2007,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2008,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2009,NA,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2010,22,136.36363636363637,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2011,31,0,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2012,34,29.41176470588235,0,0,29.41176470588235,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2013,29,34.48275862068965,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2014,35,0,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2015,38,0,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2016,40,25,0,25,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2017,30,100,0,0,33.333333333333336,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2018,33,0,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2019,33,30.303030303030305,0,0,0,0
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2020,41,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2021,38,NA,NA,NA,NA,NA
RIO TAPAJÓS,WARO APAMPU(POSTO MDK),2022,31,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2000,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2001,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2002,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2005,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2007,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2008,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2009,NA,NA,NA,NA,NA,NA
TOCANTINS,FORMOSO DO ARAGUAIA,2010,56,17.857142857142858,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2011,69,57.971014492753625,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2012,64,31.25,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2013,54,37.03703703703704,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2014,67,14.92537313432836,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2015,53,37.73584905660377,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2016,66,15.151515151515152,0,0,0,0
TOCANTINS,FORMOSO DO ARAGUAIA,2017,61,0,0,0,0,0
